id,time,lat,long
233234,2012-01-05T13:00:13,-67.7492,134.275
233235,2012-01-05T13:00:13,-1.33621,63.2798
233237,2012-01-05T13:00:13,-49.5683,36.2674
233238,2012-01-05T13:00:13,-43.6469,130.535
233239,2012-01-05T13:00:13,-1.02464,130.02
233240,2012-01-05T13:00:13,23.2614,107.755
233241,2012-01-05T13:00:13,53.8904,0.603066
233242,2012-01-05T13:00:13,34.8844,139.17
233243,2012-01-05T13:00:13,57.1927,129.854
233244,2012-01-05T13:00:13,77.4563,44.7226
272900,2012-01-05T14:00:19,-72.2472,87.5215
272907,2012-01-05T14:00:19,84.4912,78.5306
272902,2012-01-05T14:00:19,-20.5275,5.1445
272901,2012-01-05T14:00:19,-28.9192,28.1621
272903,2012-01-05T14:00:19,-0.407731,69.0636
272904,2012-01-05T14:00:19,0.109288,47.4593
272905,2012-01-05T14:00:19,1.44919,27.6521
272915,2012-01-05T16:00:46,44.2598,61.4449
272917,2012-01-05T16:00:46,84.9103,78.2538
272908,2012-01-05T16:00:46,-72.2328,86.0688
272909,2012-01-05T16:00:46,-28.9131,27.7476
272910,2012-01-05T16:00:46,-20.846,4.85077
272911,2012-01-05T16:00:46,-0.146645,69.049
272912,2012-01-05T16:00:46,1.53463,27.3597
272913,2012-01-05T16:00:46,-2.20301,89.3664
272914,2012-01-05T16:00:46,0.153317,47.1673
272918,2012-01-05T18:00:43,-72.9142,83.3607
272920,2012-01-05T18:00:43,-20.683,5.23038
272921,2012-01-05T18:00:43,-0.0440279,69.1809
272919,2012-01-05T18:00:43,-28.0029,28.1189
272922,2012-01-05T18:00:43,-2.34304,89.866
272923,2012-01-05T18:00:43,1.59968,28.203
272928,2012-01-05T20:00:43,-0.270312,69.0961
272925,2012-01-05T20:00:43,-73.481,79.1564
272926,2012-01-05T20:00:43,-28.0793,28.265
272927,2012-01-05T20:00:43,-20.744,5.23846
272929,2012-01-05T20:00:43,2.0585,27.7104
272931,2012-01-05T20:00:43,86.2424,91.5996
272932,2012-01-05T22:00:43,-74.0543,76.1372
272933,2012-01-05T22:00:43,-28.2646,28.589
272934,2012-01-05T22:00:43,-20.7541,5.21008
272935,2012-01-05T22:00:43,-0.448175,69.0231
272938,2012-01-05T22:00:43,86.3656,66.4622
